TrialID,Condition,Truth,Image,rule,group_pred,group_correct
260,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00260.png,assoc8,0,0
260,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00260.png,wlin,1,1
261,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00261.png,majority,1,1
261,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00261.png,majority_exc8,1,1
261,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00261.png,avg,1,1
261,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00261.png,assoc8,0,0
261,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00261.png,wlin,1,1
262,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00262.png,majority,1,1
262,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00262.png,majority_exc8,1,1
262,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00262.png,avg,1,1
262,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00262.png,assoc8,1,1
262,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00262.png,wlin,1,1
263,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00263.png,majority,0,0
263,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00263.png,majority_exc8,0,0
263,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00263.png,avg,0,0
263,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00263.png,assoc8,0,0
263,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00263.png,wlin,1,1
264,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00264.png,majority,1,1
264,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00264.png,majority_exc8,1,1
264,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00264.png,avg,0,0
264,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00264.png,assoc8,0,0
264,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00264.png,wlin,1,1
265,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00265.png,majority,0,0
265,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00265.png,majority_exc8,0,0
265,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00265.png,avg,0,0
265,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00265.png,assoc8,0,0
265,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00265.png,wlin,1,1
266,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00266.png,majority,1,1
266,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00266.png,majority_exc8,1,1
266,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00266.png,avg,1,1
266,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00266.png,assoc8,1,1
266,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00266.png,wlin,1,1
267,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00267.png,majority,1,1
267,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00267.png,majority_exc8,1,1
267,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00267.png,avg,1,1
267,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00267.png,assoc8,1,1
267,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00267.png,wlin,1,1
268,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00268.png,majority,0,0
268,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00268.png,majority_exc8,0,0
268,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00268.png,avg,0,0
268,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00268.png,assoc8,0,0
268,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00268.png,wlin,1,1
269,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00269.png,majority,0,0
269,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00269.png,majority_exc8,0,0
269,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00269.png,avg,0,0
269,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00269.png,assoc8,0,0
269,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00269.png,wlin,1,1
270,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00270.png,majority,1,1
270,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00270.png,majority_exc8,1,1
270,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00270.png,avg,1,1
270,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00270.png,assoc8,1,1
270,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00270.png,wlin,1,1
271,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00271.png,majority,1,1
271,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00271.png,majority_exc8,1,1
271,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00271.png,avg,1,1
271,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00271.png,assoc8,0,0
271,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00271.png,wlin,1,1
272,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00272.png,majority,1,1
272,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00272.png,majority_exc8,1,1
272,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00272.png,avg,1,1
272,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00272.png,assoc8,1,1
272,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00272.png,wlin,1,1
273,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00273.png,majority,1,1
273,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00273.png,majority_exc8,1,1
273,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00273.png,avg,1,1
273,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00273.png,assoc8,0,0
273,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00273.png,wlin,1,1
274,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00274.png,majority,1,1
274,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00274.png,majority_exc8,1,1
274,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00274.png,avg,1,1
274,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00274.png,assoc8,0,0
274,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00274.png,wlin,1,1
275,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00275.png,majority,0,0
275,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00275.png,majority_exc8,0,0
275,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00275.png,avg,0,0
275,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00275.png,assoc8,0,0
275,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00275.png,wlin,1,1
276,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00276.png,majority,0,0
276,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00276.png,majority_exc8,0,0
276,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00276.png,avg,0,0
276,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00276.png,assoc8,0,0
276,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00276.png,wlin,1,1
277,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00277.png,majority,1,1
277,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00277.png,majority_exc8,1,1
277,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00277.png,avg,1,1
277,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00277.png,assoc8,1,1
277,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00277.png,wlin,1,1
278,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00278.png,majority,1,1
278,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00278.png,majority_exc8,1,1
278,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00278.png,avg,1,1
278,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00278.png,assoc8,1,1
278,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00278.png,wlin,1,1
279,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00279.png,majority,1,1
279,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00279.png,majority_exc8,1,1
279,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00279.png,avg,0,0
279,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00279.png,assoc8,0,0
279,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00279.png,wlin,1,1
280,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00280.png,majority,0,0
280,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00280.png,majority_exc8,0,0
280,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00280.png,avg,0,0
280,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00280.png,assoc8,0,0
280,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00280.png,wlin,1,1
281,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00281.png,majority,1,1
281,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00281.png,majority_exc8,1,1
281,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00281.png,avg,1,1
281,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00281.png,assoc8,1,1
281,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00281.png,wlin,1,1
282,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00282.png,majority,0,0
282,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00282.png,majority_exc8,0,0
282,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00282.png,avg,0,0
282,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00282.png,assoc8,0,0
282,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00282.png,wlin,1,1
283,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00283.png,majority,1,1
283,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00283.png,majority_exc8,1,1
283,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00283.png,avg,1,1
283,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00283.png,assoc8,0,0
283,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00283.png,wlin,1,1
284,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00284.png,majority,1,1
284,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00284.png,majority_exc8,1,1
284,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00284.png,avg,1,1
284,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00284.png,assoc8,0,0
284,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00284.png,wlin,1,1
285,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00285.png,majority,1,1
285,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00285.png,majority_exc8,1,1
285,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00285.png,avg,1,1
285,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00285.png,assoc8,1,1
285,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00285.png,wlin,1,1
286,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00286.png,majority,1,1
286,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00286.png,majority_exc8,1,1
286,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00286.png,avg,1,1
286,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00286.png,assoc8,1,1
286,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00286.png,wlin,1,1
287,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00287.png,majority,0,0
287,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00287.png,majority_exc8,0,0
287,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00287.png,avg,0,0
287,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00287.png,assoc8,0,0
287,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00287.png,wlin,1,1
288,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00288.png,majority,0,0
288,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00288.png,majority_exc8,0,0
288,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00288.png,avg,0,0
288,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00288.png,assoc8,0,0
288,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00288.png,wlin,1,1
289,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00289.png,majority,0,0
289,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00289.png,majority_exc8,0,0
289,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00289.png,avg,0,0
289,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00289.png,assoc8,0,0
289,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00289.png,wlin,1,1
290,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00290.png,majority,0,0
290,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00290.png,majority_exc8,0,0
290,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00290.png,avg,0,0
290,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00290.png,assoc8,0,0
290,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00290.png,wlin,1,1
291,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00291.png,majority,1,1
291,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00291.png,majority_exc8,1,1
291,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00291.png,avg,1,1
291,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00291.png,assoc8,0,0
291,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00291.png,wlin,1,1
292,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00292.png,majority,0,0
292,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00292.png,majority_exc8,0,0
292,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00292.png,avg,0,0
292,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00292.png,assoc8,0,0
292,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00292.png,wlin,1,1
293,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00293.png,majority,1,1
293,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00293.png,majority_exc8,1,1
293,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00293.png,avg,1,1
293,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00293.png,assoc8,1,1
293,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00293.png,wlin,1,1
294,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00294.png,majority,0,0
294,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00294.png,majority_exc8,0,0
294,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00294.png,avg,0,0
294,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00294.png,assoc8,0,0
294,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00294.png,wlin,1,1
295,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00295.png,majority,0,0
295,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00295.png,majority_exc8,0,0
295,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00295.png,avg,0,0
295,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00295.png,assoc8,0,0
295,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00295.png,wlin,1,1
296,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00296.png,majority,0,0
296,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00296.png,majority_exc8,0,0
296,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00296.png,avg,0,0
296,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00296.png,assoc8,0,0
296,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00296.png,wlin,1,1
297,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00297.png,majority,0,0
297,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00297.png,majority_exc8,0,0
297,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00297.png,avg,0,0
297,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00297.png,assoc8,0,0
297,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00297.png,wlin,1,1
298,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00298.png,majority,1,1
298,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00298.png,majority_exc8,1,1
298,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00298.png,avg,0,0
298,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00298.png,assoc8,0,0
298,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00298.png,wlin,1,1
299,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00299.png,majority,0,0
299,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00299.png,majority_exc8,0,0
299,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00299.png,avg,0,0
299,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00299.png,assoc8,0,0
299,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00299.png,wlin,1,1
300,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00300.png,majority,0,0
300,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00300.png,majority_exc8,0,0
300,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00300.png,avg,0,0
300,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00300.png,assoc8,0,0
300,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00300.png,wlin,1,1
301,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00301.png,majority,0,0
301,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00301.png,majority_exc8,0,0
301,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00301.png,avg,0,0
301,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00301.png,assoc8,0,0
301,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00301.png,wlin,1,1
302,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00302.png,majority,1,1
302,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00302.png,majority_exc8,1,1
302,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00302.png,avg,1,1
302,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00302.png,assoc8,0,0
302,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00302.png,wlin,1,1
303,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00303.png,majority,1,1
303,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00303.png,majority_exc8,1,1
303,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00303.png,avg,1,1
303,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00303.png,assoc8,0,0
303,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00303.png,wlin,1,1
304,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00304.png,majority,0,0
304,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00304.png,majority_exc8,0,0
304,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00304.png,avg,0,0
304,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00304.png,assoc8,0,0
304,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00304.png,wlin,1,1
305,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00305.png,majority,1,1
305,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00305.png,majority_exc8,1,1
305,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00305.png,avg,1,1
305,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00305.png,assoc8,1,1
305,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00305.png,wlin,1,1
306,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00306.png,majority,1,1
306,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00306.png,majority_exc8,1,1
306,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00306.png,avg,1,1
306,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00306.png,assoc8,1,1
306,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00306.png,wlin,1,1
307,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00307.png,majority,1,1
307,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00307.png,majority_exc8,1,1
307,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00307.png,avg,1,1
307,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00307.png,assoc8,0,0
307,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00307.png,wlin,1,1
308,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00308.png,majority,1,1
308,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00308.png,majority_exc8,1,1
308,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00308.png,avg,1,1
308,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00308.png,assoc8,1,1
308,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00308.png,wlin,1,1
309,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00309.png,majority,0,0
309,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00309.png,majority_exc8,0,0
309,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00309.png,avg,0,0
309,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00309.png,assoc8,0,0
309,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00309.png,wlin,1,1
310,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00310.png,majority,1,1
310,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00310.png,majority_exc8,1,1
310,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00310.png,avg,1,1
310,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00310.png,assoc8,1,1
310,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00310.png,wlin,1,1
311,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00311.png,majority,0,0
311,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00311.png,majority_exc8,0,0
311,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00311.png,avg,0,0
311,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00311.png,assoc8,0,0
311,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00311.png,wlin,1,1
312,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00312.png,majority,1,1
312,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00312.png,majority_exc8,1,1
312,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00312.png,avg,1,1
312,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00312.png,assoc8,0,0
312,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00312.png,wlin,1,1
313,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00313.png,majority,1,1
313,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00313.png,majority_exc8,1,1
313,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00313.png,avg,1,1
313,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00313.png,assoc8,1,1
313,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00313.png,wlin,1,1
314,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00314.png,majority,1,1
314,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00314.png,majority_exc8,1,1
314,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00314.png,avg,1,1
314,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00314.png,assoc8,1,1
314,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00314.png,wlin,1,1
315,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00315.png,majority,1,1
315,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00315.png,majority_exc8,1,1
315,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00315.png,avg,1,1
315,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00315.png,assoc8,1,1
315,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00315.png,wlin,1,1
316,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00316.png,majority,1,1
316,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00316.png,majority_exc8,1,1
316,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00316.png,avg,1,1
316,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00316.png,assoc8,1,1
316,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00316.png,wlin,1,1
317,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00317.png,majority,1,1
317,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00317.png,majority_exc8,1,1
317,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00317.png,avg,1,1
317,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00317.png,assoc8,1,1
317,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00317.png,wlin,1,1
318,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00318.png,majority,1,1
318,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00318.png,majority_exc8,1,1
318,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00318.png,avg,1,1
318,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00318.png,assoc8,0,0
318,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00318.png,wlin,1,1
319,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00319.png,majority,0,0
319,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00319.png,majority_exc8,0,0
319,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00319.png,avg,0,0
319,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00319.png,assoc8,0,0
319,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00319.png,wlin,1,1
320,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00320.png,majority,1,1
320,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00320.png,majority_exc8,1,1
320,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00320.png,avg,0,0
320,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00320.png,assoc8,0,0
320,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00320.png,wlin,1,1
321,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00321.png,majority,1,1
321,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00321.png,majority_exc8,1,1
321,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00321.png,avg,1,1
321,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00321.png,assoc8,1,1
321,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00321.png,wlin,1,1
322,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00322.png,majority,0,0
322,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00322.png,majority_exc8,0,0
322,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00322.png,avg,0,0
322,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00322.png,assoc8,0,0
322,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00322.png,wlin,1,1
323,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00323.png,majority,1,1
323,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00323.png,majority_exc8,1,1
323,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00323.png,avg,1,1
323,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00323.png,assoc8,1,1
323,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00323.png,wlin,1,1
324,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00324.png,majority,0,0
324,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00324.png,majority_exc8,0,0
324,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00324.png,avg,0,0
324,equal,1,/workspaces/Honors_Project/allimgs/equal_present_00324.png,assoc8,0,0
